generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse,BoardShaperStart,BoardShaperEnd
21,0,5,0.51,0,0.0,0.3,21141.440757,10048.474726,205.981622,375.123904,0.087049,1.065815,2450.968947,17.050198,483.760361,4.015429
21,1,4,0.52333,0,0.0,0.3,11536.248987,21165.922424,570.108961,400.099732,0.097541,1.264892,1436.314431,17.761193,398.127338,6.190482
21,2,0,0.46,0,0.0,0.3,12028.599467,12091.895054,462.358755,254.061096,0.149262,1.026519,678.354077,37.982951,371.537953,6.823517
21,3,5,0.47667,0,0.0,0.3,21013.313449,15649.480068,249.69809,282.889755,0.073727,1.636426,2189.149629,11.797852,545.815742,5.194374
21,4,4,0.47333,0,0.0,0.3,10207.555528,21946.450348,449.675291,304.930686,0.075926,1.69489,1861.830414,20.072307,425.706899,4.569994
21,5,0,0.46667,0,0.0,0.3,11193.947577,11427.998133,324.713607,212.062515,0.203505,0.854311,1064.656823,37.895671,299.985586,4.951751
21,6,5,0.52,0,0.0,0.3,20903.446677,6335.733077,196.49017,223.180199,0.086491,1.716683,1721.909953,11.315478,645.769247,4.90125
22,0,1,0.49667,0,0.1429,0.3,11536.248987,21165.922424,570.108961,400.099732,0.097541,1.264892,1436.314431,17.761193,398.127338,6.190482
22,1,6,0.45333,0,0.1429,0.3,20903.446677,6335.733077,196.49017,223.180199,0.086491,1.716683,1721.909953,11.315478,645.769247,4.90125
22,2,0,0.47333,0,0.1429,0.3,21141.440757,10048.474726,205.981622,375.123904,0.087049,1.065815,2450.968947,17.050198,483.760361,4.015429
22,3,1,0.46667,0,0.1429,0.3,12905.539089,24936.193378,577.808389,485.223313,0.088235,0.871629,1266.544523,12.278404,281.006965,6.745033
22,4,6,0.46333,0,0.1429,0.3,12549.636595,8410.62503,192.332005,131.233349,0.122046,3.204008,1982.694283,7.393034,913.647595,2.895068
22,5,0,0.48,0,0.1429,0.3,17587.573353,8655.457217,128.340644,302.754296,0.157233,0.964994,3897.825941,20.532685,419.900791,4.722061
22,6,1,0.52667,1,0.1429,0.3,12739.123194,17764.366498,607.095229,501.918049,0.126491,1.057965,1184.037507,12.799519,259.949101,7.541069
23,0,6,0.50667,0,0.1429,0.3,12739.123194,17764.366498,607.095229,501.918049,0.126491,1.057965,1184.037507,12.799519,259.949101,7.541069
23,1,0,0.48333,0,0.1429,0.3,11536.248987,21165.922424,570.108961,400.099732,0.097541,1.264892,1436.314431,17.761193,398.127338,6.190482
23,2,5,0.42,0,0.1429,0.3,17587.573353,8655.457217,128.340644,302.754296,0.157233,0.964994,3897.825941,20.532685,419.900791,4.722061
23,3,6,0.48667,0,0.1429,0.3,13399.643772,27325.361475,559.553984,949.440741,0.088393,0.69682,1293.476895,11.318959,371.95359,10.667492
23,4,0,0.41333,0,0.1429,0.3,9854.183148,33291.472402,397.618295,508.845099,0.146715,1.083581,1866.886911,15.477924,487.553863,5.347212
23,5,5,0.54,1,0.1429,0.3,14221.140616,13739.997521,113.725354,219.921924,0.234304,2.078136,3393.230546,21.139672,417.472648,4.133802
23,6,6,0.50333,0,0.1429,0.3,16275.811616,31127.956375,575.072776,455.514777,0.102208,1.369223,1467.04055,15.535715,293.965257,9.369629
24,0,5,0.51,0,0.4286,0.3,14221.140616,13739.997521,113.725354,219.921924,0.234304,2.078136,3393.230546,21.139672,417.472648,4.133802
24,1,0,0.51333,1,0.4286,0.3,12739.123194,17764.366498,607.095229,501.918049,0.126491,1.057965,1184.037507,12.799519,259.949101,7.541069
24,2,6,0.51667,1,0.4286,0.3,16275.811616,31127.956375,575.072776,455.514777,0.102208,1.369223,1467.04055,15.535715,293.965257,9.369629
24,3,5,0.47,0,0.4286,0.3,13855.943937,13225.486719,92.398068,274.223857,0.19909,1.969491,5054.259749,15.836641,599.671021,3.823126
24,4,0,0.50667,0,0.4286,0.3,10410.540607,23790.767567,664.313919,505.430501,0.145386,1.292701,1335.765802,8.761515,385.290203,6.816729
24,5,6,0.50667,1,0.4286,0.3,29098.737118,18470.102662,574.757746,383.651467,0.087188,1.147917,2004.074559,13.12347,433.551997,9.309561
24,6,5,0.50667,0,0.4286,0.3,14847.570672,10342.515155,132.373262,261.127749,0.286599,2.952508,3589.37543,18.392643,699.794526,4.303763
25,0,2,0.49,0,0.2857,0.3,16275.811616,31127.956375,575.072776,455.514777,0.102208,1.369223,1467.04055,15.535715,293.965257,9.369629
25,1,1,0.48,0,0.2857,0.3,12739.123194,17764.366498,607.095229,501.918049,0.126491,1.057965,1184.037507,12.799519,259.949101,7.541069
25,2,0,0.51,0,0.2857,0.3,14221.140616,13739.997521,113.725354,219.921924,0.234304,2.078136,3393.230546,21.139672,417.472648,4.133802
25,3,2,0.54333,1,0.2857,0.3,14731.189908,38777.130047,601.409091,239.477828,0.103872,0.946232,1415.665087,23.419602,166.480251,12.604677
